university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,wikidata_entity,wikidata_country,award,city_id,country_id,region_id,research_output_id
University of Bayreuth,2017,501-550,,https://www.topuniversities.com/universities/university-bayreuth,Germany,Bayreuth,Europe,https://www.topuniversities.com/sites/default/files/university-of-bayreuth_592560cf2aeae70239af4ab4_small.jpg,Public,Very High,9.0,993,M,892,http://www.wikidata.org/entity/Q702482,http://www.wikidata.org/entity/Q183,2017:501-550,CityBayreuthGermany,CountryGermany,RegionEurope,VeryHigh
Universität des Saarlandes,2017,501-550,,https://www.topuniversities.com/universities/universitat-des-saarlandes,Germany,Saarbrücken,Europe,https://www.topuniversities.com/sites/default/files/universitt-des-saarlandes_541_small.jpg,Public,High,6.0,2.939,L,2.823,http://www.wikidata.org/entity/Q700758,http://www.wikidata.org/entity/Q183,2017:501-550,CitySaarbruckenGermany,CountryGermany,RegionEurope,High
Universität Regensburg,2017,501-550,,https://www.topuniversities.com/universities/universitat-regensburg,Germany,Regensburg,Europe,https://www.topuniversities.com/sites/default/files/universitt-regensburg_592560cf2aeae70239af4c89_small.jpg,Public,Very High,6.0,1.705,L,3.252,http://www.wikidata.org/entity/Q574571,http://www.wikidata.org/entity/Q183,2017:501-550,CityRegensburgGermany,CountryGermany,RegionEurope,VeryHigh
University of Guelph,2017,501-550,,https://www.topuniversities.com/universities/university-guelph,Canada,Guelph,North America,https://www.topuniversities.com/sites/default/files/university-of-guelph_1756_small.jpg,Public,Very High,19.0,2.202,L,1.102,http://www.wikidata.org/entity/Q795988,http://www.wikidata.org/entity/Q16,2017:501-550,CityGuelphCanada,CountryCanada,RegionNorthAmerica,VeryHigh
University of Kentucky,2017,501-550,,https://www.topuniversities.com/universities/university-kentucky,United States,Lexington,North America,https://www.topuniversities.com/sites/default/files/university-of-kentucky_316_small.jpg,Public,Very High,12.0,1.294,L,2.239,http://www.wikidata.org/entity/Q1360303,http://www.wikidata.org/entity/Q30,2017:501-550,CityLexingtonUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
University of Limerick,2017,501-550,,https://www.topuniversities.com/universities/university-limerick,Ireland,Limerick,Europe,https://www.topuniversities.com/sites/default/files/university-of-limerick_592560cf2aeae70239af4be0_small.jpg,Public,High,14.0,1.857,L,952,http://www.wikidata.org/entity/Q573954,http://www.wikidata.org/entity/Q27,2017:501-550,CityLimerickIreland,CountryIreland,RegionEurope,High
University of Macau,2017,501-550,,https://www.topuniversities.com/universities/university-macau,Macau SAR,,Asia,https://www.topuniversities.com/sites/default/files/university-of-macau_14378_small.jpg,Public,Very High,13.0,3.921,M,650,http://www.wikidata.org/entity/Q1563050,http://www.wikidata.org/entity/Q14773,2017:501-550,CityMacauSAR,CountryMacauSAR,RegionAsia,VeryHigh
University of Manitoba,2017,501-550,,https://www.topuniversities.com/universities/university-manitoba,Canada,Winnipeg,North America,https://www.topuniversities.com/sites/default/files/university-of-manitoba_592560cf2aeae70239af4c0a_small.jpg,Public,Very High,10.0,4.770,XL,3.137,http://www.wikidata.org/entity/Q1191833,http://www.wikidata.org/entity/Q16,2017:501-550,CityWinnipegCanada,CountryCanada,RegionNorthAmerica,VeryHigh
University of Mons ,2017,501-550,,https://www.topuniversities.com/universities/university-mons,Belgium,Mons,Europe,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,Public,Very High,23.0,1.212,M,311,http://www.wikidata.org/entity/Q1742161,http://www.wikidata.org/entity/Q31,2017:501-550,CityMonsBelgium,CountryBelgium,RegionEurope,VeryHigh
University of Szeged,2017,501-550,,https://www.topuniversities.com/universities/university-szeged,Hungary,Szeged,Europe,https://www.topuniversities.com/sites/default/files/university-of-szeged_592560cf2aeae70239af4cd1_small.jpg,Public,High,10.0,4.285,L,1.965,http://www.wikidata.org/entity/Q369839,http://www.wikidata.org/entity/Q28,2017:501-550,CitySzegedHungary,CountryHungary,RegionEurope,High
University of Tampere,2017,501-550,,https://www.topuniversities.com/universities/university-tampere,Finland,Tampere,Europe,https://www.topuniversities.com/sites/default/files/university-of-tampere_592_small.jpg,Public,Very High,15.0,475,M,644,http://www.wikidata.org/entity/Q1544881,http://www.wikidata.org/entity/Q33,2017:501-550,CityTampereFinland,CountryFinland,RegionEurope,VeryHigh
Universidad Nacional de La Plata (UNLP),2017,551-600,,https://www.topuniversities.com/universities/universidad-nacional-de-la-plata-unlp,Argentina,La Plata,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-plata-unlp_1690_small.jpg,Public,High,11.0,7.040,XL,5.519,http://www.wikidata.org/entity/Q784171,http://www.wikidata.org/entity/Q414,2017:551-600,CityLaPlataArgentina,CountryArgentina,RegionLatinAmerica,High
Chiang Mai University,2017,551-600,,https://www.topuniversities.com/universities/chiang-mai-university,Thailand,Chiang Mai,Asia,https://www.topuniversities.com/sites/default/files/chiang-mai-university_118_small.jpg,Public,High,13.0,1.325,XL,2.510,http://www.wikidata.org/entity/Q1071609,http://www.wikidata.org/entity/Q869,2017:551-600,CityChiangMaiThailand,CountryThailand,RegionAsia,High
Universidade Federal de Minas Gerais      ,2017,551-600,,https://www.topuniversities.com/universities/universidade-federal-de-minas-gerais,Brazil,Belo Horizonte,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,Public,Very High,15.0,911,XL,3.363,http://www.wikidata.org/entity/Q132140,http://www.wikidata.org/entity/Q155,2017:551-600,CityBeloHorizonteBrazil,CountryBrazil,RegionLatinAmerica,VeryHigh
Cairo University,2017,551-600,,https://www.topuniversities.com/universities/cairo-university,Egypt,Giza,Africa,https://www.topuniversities.com/sites/default/files/cairo-university_80_small.jpg,Public,Very High,16.0,10.367,XL,11.924,http://www.wikidata.org/entity/Q194445,http://www.wikidata.org/entity/Q79,2017:551-600,CityGizaEgypt,CountryEgypt,RegionAfrica,VeryHigh
Universitat de Valencia,2017,551-600,,https://www.topuniversities.com/universities/universitat-de-valencia,Spain,València,Europe,https://www.topuniversities.com/sites/default/files/universitat-de-valencia_647_small.jpg,Public,Very High,16.0,3.953,XL,3.004,http://www.wikidata.org/entity/Q383568,http://www.wikidata.org/entity/Q29,2017:551-600,CityValenciaSpain,CountrySpain,RegionEurope,VeryHigh
University of Pretoria,2017,551-600,,https://www.topuniversities.com/universities/university-pretoria,South Africa,Pretoria,Africa,https://www.topuniversities.com/sites/default/files/university-of-pretoria_506_small.jpg,Public,Very High,27.0,2.786,XL,1.613,http://www.wikidata.org/entity/Q604444,http://www.wikidata.org/entity/Q258,2017:551-600,CityPretoriaSouthAfrica,CountrySouthAfrica,RegionAfrica,VeryHigh
University of Turin,2017,551-600,,https://www.topuniversities.com/universities/university-turin,Italy,Turin,Europe,https://www.topuniversities.com/sites/default/files/university-of-turin_632_small.jpg,Public,Very High,26.0,4.721,XL,2.261,http://www.wikidata.org/entity/Q499911,http://www.wikidata.org/entity/Q38,2017:551-600,CityTurinItaly,CountryItaly,RegionEurope,VeryHigh
Universidade de Santiago de Compostela,2017,551-600,,https://www.topuniversities.com/universities/universidade-de-santiago-de-compostela,Spain,Santiago de Compostela,Europe,https://www.topuniversities.com/sites/default/files/universidade-de-santiago-de-compostela_547_small.jpg,Public,Very High,15.0,1.334,L,1.678,http://www.wikidata.org/entity/Q1473677,http://www.wikidata.org/entity/Q29,2017:551-600,CitySantiagodeCompostelaSpain,CountrySpain,RegionEurope,VeryHigh
American University in Dubai,2017,551-600,,https://www.topuniversities.com/universities/american-university-dubai,United Arab Emirates,Dubai,Asia,https://www.topuniversities.com/sites/default/files/american-university-in-dubai_1200_small.jpg,Private,High,14.0,1.275,S,116,http://www.wikidata.org/entity/Q467144,http://www.wikidata.org/entity/Q878,2017:551-600,CityDubaiUnitedArabEmirates,CountryUnitedArabEmirates,RegionAsia,High
Carleton University,2017,551-600,,https://www.topuniversities.com/universities/carleton-university,Canada,Ottawa,North America,https://www.topuniversities.com/sites/default/files/carleton-university_100_small.jpg,Public,Very High,28.0,5.371,L,939,http://www.wikidata.org/entity/Q1041737,http://www.wikidata.org/entity/Q16,2017:551-600,CityOttawaCanada,CountryCanada,RegionNorthAmerica,VeryHigh
Charles Darwin University ,2017,551-600,,https://www.topuniversities.com/universities/charles-darwin-university,Australia,Casuarina,Oceania,https://www.topuniversities.com/sites/default/files/charles-darwin-university-_592560cf2aeae70239af4dcb_small.jpg,Public,Very High,23.0,2.449,M,347,http://www.wikidata.org/entity/Q1064071,http://www.wikidata.org/entity/Q408,2017:551-600,CityCasuarinaAustralia,CountryAustralia,RegionOceania,VeryHigh
Chiba University,2017,551-600,,https://www.topuniversities.com/universities/chiba-university,Japan,Chiba City,Asia,https://www.topuniversities.com/sites/default/files/chiba-university_119_small.jpg,Public,Very High,8.0,736,L,1.790,http://www.wikidata.org/entity/Q1321803,http://www.wikidata.org/entity/Q17,2017:551-600,CityChibaCityJapan,CountryJapan,RegionAsia,VeryHigh
William & Mary,2017,551-600,,https://www.topuniversities.com/universities/william-mary,United States,Williamsburg,North America,https://www.topuniversities.com/sites/default/files/college-of-william-mary_592560cf2aeae70239af4b08_small.jpg,Public,Very High,10.0,729,M,814,http://www.wikidata.org/entity/Q875637,http://www.wikidata.org/entity/Q30,2017:551-600,CityWilliamsburgUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
East China Normal University,2017,551-600,,https://www.topuniversities.com/universities/east-china-normal-university,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/east-china-normal-university_592560cf2aeae70239af4def_small.jpg,Public,Very High,11.0,3.697,L,2.471,http://www.wikidata.org/entity/Q2034790,http://www.wikidata.org/entity/Q148,2017:551-600,CityShanghaiChina(Mainland),CountryChina(Mainland),RegionAsia,VeryHigh
Far Eastern Federal University,2017,551-600,,https://www.topuniversities.com/universities/far-eastern-federal-university,Russia,Vladivostok,Europe,https://www.topuniversities.com/sites/default/files/far-eastern-federal-university_592560cf2aeae70239af57c9_small.jpg,Public,High,6.0,3.262,L,2.268,http://www.wikidata.org/entity/Q702303,http://www.wikidata.org/entity/Q159,2017:551-600,CityVladivostokRussia,CountryRussia,RegionEurope,High
Flinders University,2017,551-600,,https://www.topuniversities.com/universities/flinders-university,Australia,Adelaide,Oceania,https://www.topuniversities.com/sites/default/files/flinders-university_592560cf2aeae70239af4b53_small.jpg,Public,Very High,18.0,5.981,L,932,http://www.wikidata.org/entity/Q15575,http://www.wikidata.org/entity/Q408,2017:551-600,CityAdelaideAustralia,CountryAustralia,RegionOceania,VeryHigh
Howard University,2017,551-600,,https://www.topuniversities.com/universities/howard-university,United States,Washington D.C.,North America,https://www.topuniversities.com/sites/default/files/howard-university_592560cf2aeae70239af4dc1_small.jpg,Private,High,8.0,531,M,1.111,http://www.wikidata.org/entity/Q1068752,http://www.wikidata.org/entity/Q30,2017:551-600,CityWashingtonD.C.UnitedStates,CountryUnitedStates,RegionNorthAmerica,High
Inha University,2017,551-600,,https://www.topuniversities.com/universities/inha-university,South Korea,Incheon,Asia,https://www.topuniversities.com/sites/default/files/inha-university_592560cf2aeae70239af4d3a_small.jpg,Private,Very High,8.0,1.533,L,2.235,http://www.wikidata.org/entity/Q488851,http://www.wikidata.org/entity/Q884,2017:551-600,CityIncheonSouthKorea,CountrySouthKorea,RegionAsia,VeryHigh
Johannes Kepler University Linz,2017,551-600,,https://www.topuniversities.com/universities/johannes-kepler-university-linz,Austria,Linz,Europe,https://www.topuniversities.com/sites/default/files/johannes-kepler-university-linz_349_small.jpg,Public,Very High,6.0,774,M,897,http://www.wikidata.org/entity/Q682739,http://www.wikidata.org/entity/Q40,2017:551-600,CityLinzAustria,CountryAustria,RegionEurope,VeryHigh
Kagoshima University,2017,551-600,,https://www.topuniversities.com/universities/kagoshima-university,Japan,Kagoshima City,Asia,https://www.topuniversities.com/sites/default/files/kagoshima-university_592560cf2aeae70239af4bb6_small.jpg,Public,High,8.0,343,M,1.331,http://www.wikidata.org/entity/Q335924,http://www.wikidata.org/entity/Q17,2017:551-600,CityKagoshimaCityJapan,CountryJapan,RegionAsia,High
Kanazawa University,2017,551-600,,https://www.topuniversities.com/universities/kanazawa-university,Japan,Kanazawa,Asia,https://www.topuniversities.com/sites/default/files/kanazawa-university_592560cf2aeae70239af4bb7_small.jpg,Public,Very High,8.0,567,M,1.239,http://www.wikidata.org/entity/Q684783,http://www.wikidata.org/entity/Q17,2017:551-600,CityKanazawaJapan,CountryJapan,RegionAsia,VeryHigh
Keele University ,2017,551-600,,https://www.topuniversities.com/universities/keele-university,United Kingdom,Keele,Europe,https://www.topuniversities.com/sites/default/files/keele-university-_592560cf2aeae70239af50e5_small.jpg,Public,Very High,13.0,1.392,M,707,http://www.wikidata.org/entity/Q1737734,http://www.wikidata.org/entity/Q145,2017:551-600,CityKeeleUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
Kumamoto University,2017,551-600,,https://www.topuniversities.com/universities/kumamoto-university,Japan,Kumamoto City,Asia,https://www.topuniversities.com/sites/default/files/kumamoto-university_326_small.jpg,Public,Very High,8.0,359,M,1.267,http://www.wikidata.org/entity/Q1148782,http://www.wikidata.org/entity/Q17,2017:551-600,CityKumamotoCityJapan,CountryJapan,RegionAsia,VeryHigh
Lanzhou University,2017,551-600,,https://www.topuniversities.com/universities/lanzhou-university,China (Mainland),Lanzhou,Asia,https://www.topuniversities.com/sites/default/files/lanzhou-university_592560cf2aeae70239af4df2_small.jpg,Public,Very High,11.0,391,XL,2.944,http://www.wikidata.org/entity/Q4475799,http://www.wikidata.org/entity/Q148,2017:551-600,CityLanzhouChina(Mainland),CountryChina(Mainland),RegionAsia,VeryHigh
National Research Saratov State University,2017,551-600,,https://www.topuniversities.com/universities/national-research-saratov-state-university,Russia,Saratov,Europe,https://www.topuniversities.com/sites/default/files/national-research-saratov-state-university_1498_small.jpg,Public,Very High,6.0,1.109,M,1.718,http://www.wikidata.org/entity/Q400422,http://www.wikidata.org/entity/Q159,2017:551-600,CitySaratovRussia,CountryRussia,RegionEurope,VeryHigh
National Taipei University of Technology,2017,551-600,,https://www.topuniversities.com/universities/national-taipei-university-technology,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-taipei-university-of-technology_1993_small.jpg,Public,Very High,11.0,1.040,M,714,http://www.wikidata.org/entity/Q6978828,http://www.wikidata.org/entity/Q865,2017:551-600,CityTaipeiCityTaiwan,CountryTaiwan,RegionAsia,VeryHigh
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",2017,551-600,,https://www.topuniversities.com/universities/national-technical-university-ukraine-igor-sikorsky-kyiv-polytechnic-institute,Ukraine,Kyiv,Europe,https://www.topuniversities.com/sites/default/files/national-technical-university-of-ukraine-igor-sikorsky-kyiv-polytechnic-institute_592560cf2aeae70239af55b9_small.jpg,Public,Very High,,590,L,"2,500",http://www.wikidata.org/entity/Q85449,http://www.wikidata.org/entity/Q212,2017:551-600,CityKyivUkraine,CountryUkraine,RegionEurope,VeryHigh
